Order_ID,Date,Racer_ID,Branch_ID,Product_ID,Quantity
ORD02330,2016-02-29 04:29:29,512269,4950,64384,2
ORD02331,2020-02-03 18:33:51,511896,7859,64384,1
ORD02331,2020-02-03 18:33:51,511896,7859,43827,7
ORD02331,2020-02-03 18:33:51,511896,7859,39855,1
ORD02331,2020-02-03 18:33:51,511896,7859,35658,4
ORD02331,2020-02-03 18:33:51,511896,7859,33483,8
ORD02331,2020-02-03 18:33:51,511896,7859,18571,10
ORD02332,2017-06-10 01:05:52,422310,4346,28711,3
ORD02332,2017-06-10 01:05:52,422310,4346,45222,7
ORD02332,2017-06-10 01:05:52,422310,4346,16655,6
ORD02332,2017-06-10 01:05:52,422310,4346,92798,8
ORD02333,2020-03-23 02:31:02,501987,4950,97054,2
ORD02333,2020-03-23 02:31:02,501987,4950,86213,10
ORD02333,2020-03-23 02:31:02,501987,4950,39855,3
ORD02333,2020-03-23 02:31:02,501987,4950,13561,5
ORD02334,2020-04-13 05:00:04,512228,7859,76557,10
ORD02334,2020-04-13 05:00:04,512228,7859,82082,2
ORD02335,2022-04-13 08:25:56,54609,4346,93763,9
ORD02335,2022-04-13 08:25:56,54609,4346,12869,1
ORD02336,2021-12-31 16:34:51,422278,7859,93763,8
ORD02337,2017-05-15 13:58:55,512228,7859,76803,3
ORD02337,2017-05-15 13:58:55,512228,7859,45222,2
ORD02337,2017-05-15 13:58:55,512228,7859,64384,3
ORD02337,2017-05-15 13:58:55,512228,7859,99789,9
ORD02337,2017-05-15 13:58:55,512228,7859,60015,10
ORD02337,2017-05-15 13:58:55,512228,7859,75318,9
ORD02338,2017-08-06 11:24:16,194167,4346,19692,4
ORD02338,2017-08-06 11:24:16,194167,4346,18110,4
ORD02338,2017-08-06 11:24:16,194167,4346,33483,3
ORD02338,2017-08-06 11:24:16,194167,4346,58984,4
ORD02338,2017-08-06 11:24:16,194167,4346,54262,8
ORD02338,2017-08-06 11:24:16,194167,4346,36736,1
ORD02339,2019-09-27 19:25:33,6532123,4950,54064,8
ORD02339,2019-09-27 19:25:33,6532123,4950,54064,6
ORD02340,2021-12-31 05:54:47,512471,4346,93104,8
ORD02340,2021-12-31 05:54:47,512471,4346,12200,9
ORD02340,2021-12-31 05:54:47,512471,4346,69735,3
ORD02340,2021-12-31 05:54:47,512471,4346,32299,8
ORD02340,2021-12-31 05:54:47,512471,4346,13748,8
ORD02341,2016-07-29 03:14:05,6190176,7859,39855,9
ORD02341,2016-07-29 03:14:05,6190176,7859,28711,8
ORD02341,2016-07-29 03:14:05,6190176,7859,16910,3
ORD02341,2016-07-29 03:14:05,6190176,7859,52107,5
ORD02342,2021-04-30 19:32:19,202762,7859,76557,1
ORD02342,2021-04-30 19:32:19,202762,7859,42606,6
ORD02342,2021-04-30 19:32:19,202762,7859,44766,4
ORD02342,2021-04-30 19:32:19,202762,7859,62921,3
ORD02343,2022-11-02 09:04:22,53980,4346,33483,2
ORD02343,2022-11-02 09:04:22,53980,4346,19692,8
ORD02344,2020-01-18 04:08:16,6190176,7859,83969,8
ORD02345,2023-04-13 11:49:13,6190179,2149,16655,9
ORD02346,2020-09-02 00:39:21,151238,7859,29830,8
ORD02346,2020-09-02 00:39:21,151238,7859,45920,9
ORD02346,2020-09-02 00:39:21,151238,7859,42606,3
ORD02347,2019-04-01 12:41:24,104531,2149,58984,8
ORD02347,2019-04-01 12:41:24,104531,2149,88069,7
ORD02347,2019-04-01 12:41:24,104531,2149,42606,3
ORD02347,2019-04-01 12:41:24,104531,2149,64384,1
ORD02347,2019-04-01 12:41:24,104531,2149,45222,1
ORD02347,2019-04-01 12:41:24,104531,2149,18110,1
ORD02348,2022-09-21 20:39:39,930024,4346,39855,7
ORD02348,2022-09-21 20:39:39,930024,4346,39855,6
ORD02349,2022-12-01 19:14:46,511852,2149,90356,1
ORD02349,2022-12-01 19:14:46,511852,2149,97054,4
ORD02349,2022-12-01 19:14:46,511852,2149,90356,6
ORD02350,2019-11-09 00:03:21,512471,4346,28711,10
ORD02350,2019-11-09 00:03:21,512471,4346,35658,10
ORD02350,2019-11-09 00:03:21,512471,4346,64384,4
ORD02350,2019-11-09 00:03:21,512471,4346,14499,8
ORD02350,2019-11-09 00:03:21,512471,4346,99789,8
ORD02351,2015-11-15 18:50:35,151238,4950,13748,10
ORD02351,2015-11-15 18:50:35,151238,4950,22688,5
ORD02351,2015-11-15 18:50:35,151238,4950,43159,10
ORD02351,2015-11-15 18:50:35,151238,4950,64384,6
ORD02351,2015-11-15 18:50:35,151238,4950,88069,7
ORD02352,2022-05-13 07:17:24,54481,7859,29830,4
ORD02352,2022-05-13 07:17:24,54481,7859,16102,5
ORD02352,2022-05-13 07:17:24,54481,7859,44766,8
ORD02353,2021-08-26 21:50:28,6292783,7859,80313,8
ORD02353,2021-08-26 21:50:28,6292783,7859,65680,6
ORD02353,2021-08-26 21:50:28,6292783,7859,45920,7
ORD02353,2021-08-26 21:50:28,6292783,7859,86820,5
ORD02354,2019-09-03 22:56:00,54481,7859,50764,6
ORD02354,2019-09-03 22:56:00,54481,7859,12200,3
ORD02354,2019-09-03 22:56:00,54481,7859,36736,5
ORD02354,2019-09-03 22:56:00,54481,7859,93763,9
ORD02355,2017-07-28 08:34:51,194364,4346,18110,10
ORD02355,2017-07-28 08:34:51,194364,4346,16655,6
ORD02355,2017-07-28 08:34:51,194364,4346,54131,7
ORD02355,2017-07-28 08:34:51,194364,4346,54262,1
ORD02356,2020-12-22 18:53:23,104531,2149,18110,7
ORD02356,2020-12-22 18:53:23,104531,2149,14499,6
ORD02356,2020-12-22 18:53:23,104531,2149,58925,1
ORD02356,2020-12-22 18:53:23,104531,2149,90356,6
ORD02357,2020-06-16 16:06:16,512228,7859,70713,4
ORD02357,2020-06-16 16:06:16,512228,7859,50764,8
ORD02358,2022-01-26 12:29:22,511852,4346,39855,8
ORD02359,2020-01-23 15:39:18,6291053,2149,58984,1
ORD02359,2020-01-23 15:39:18,6291053,2149,80313,3
ORD02359,2020-01-23 15:39:18,6291053,2149,93763,2
ORD02359,2020-01-23 15:39:18,6291053,2149,28711,6
ORD02359,2020-01-23 15:39:18,6291053,2149,64384,3
ORD02359,2020-01-23 15:39:18,6291053,2149,50764,4
ORD02360,2017-05-27 06:02:31,6532084,4346,33483,10
ORD02360,2017-05-27 06:02:31,6532084,4346,54262,1
ORD02360,2017-05-27 06:02:31,6532084,4346,12200,2
ORD02360,2017-05-27 06:02:31,6532084,4346,76803,8
ORD02360,2017-05-27 06:02:31,6532084,4346,46212,9
ORD02361,2023-10-16 07:53:56,194298,2149,76235,3
ORD02361,2023-10-16 07:53:56,194298,2149,90038,2
ORD02361,2023-10-16 07:53:56,194298,2149,16776,8
ORD02362,2023-01-22 04:53:20,990081,2149,42606,7
ORD02362,2023-01-22 04:53:20,990081,2149,11802,2
ORD02362,2023-01-22 04:53:20,990081,2149,76803,10
ORD02362,2023-01-22 04:53:20,990081,2149,76803,1
ORD02363,2021-05-23 03:28:59,6531444,2149,54131,1
ORD02363,2021-05-23 03:28:59,6531444,2149,93763,5
ORD02363,2021-05-23 03:28:59,6531444,2149,43159,10
ORD02363,2021-05-23 03:28:59,6531444,2149,54131,3
ORD02363,2021-05-23 03:28:59,6531444,2149,76557,4
ORD02364,2022-06-06 19:57:21,203096,4346,20965,1
ORD02364,2022-06-06 19:57:21,203096,4346,99912,8
ORD02364,2022-06-06 19:57:21,203096,4346,54064,7
ORD02364,2022-06-06 19:57:21,203096,4346,42606,9
ORD02364,2022-06-06 19:57:21,203096,4346,36736,2
ORD02365,2022-02-17 21:42:45,194167,4346,93104,10
ORD02366,2018-07-29 10:05:17,6530104,7859,36309,4
ORD02366,2018-07-29 10:05:17,6530104,7859,65680,6
ORD02366,2018-07-29 10:05:17,6530104,7859,54262,1
ORD02366,2018-07-29 10:05:17,6530104,7859,44766,9
ORD02366,2018-07-29 10:05:17,6530104,7859,65766,7
ORD02367,2022-01-19 05:26:39,51215,7859,76557,9
ORD02367,2022-01-19 05:26:39,51215,7859,39299,7
ORD02367,2022-01-19 05:26:39,51215,7859,33483,1
ORD02367,2022-01-19 05:26:39,51215,7859,16910,5
ORD02367,2022-01-19 05:26:39,51215,7859,64045,10
ORD02368,2020-03-02 00:50:52,422310,7859,13748,3
ORD02368,2020-03-02 00:50:52,422310,7859,16910,5
ORD02368,2020-03-02 00:50:52,422310,7859,45920,8
ORD02368,2020-03-02 00:50:52,422310,7859,45920,4
ORD02368,2020-03-02 00:50:52,422310,7859,54064,7
ORD02368,2020-03-02 00:50:52,422310,7859,63351,2
ORD02369,2019-04-23 19:18:34,54445,4346,64045,2
ORD02369,2019-04-23 19:18:34,54445,4346,60993,10
ORD02369,2019-04-23 19:18:34,54445,4346,28711,5
ORD02369,2019-04-23 19:18:34,54445,4346,60993,9
ORD02370,2017-06-02 10:39:41,512269,4346,18110,7
ORD02371,2022-04-26 11:43:50,54628,2149,76557,3
ORD02371,2022-04-26 11:43:50,54628,2149,75733,1
ORD02372,2021-06-01 14:11:15,194364,4346,90038,5
ORD02373,2019-03-13 07:24:17,54005,4346,76557,10
ORD02373,2019-03-13 07:24:17,54005,4346,16910,10
ORD02373,2019-03-13 07:24:17,54005,4346,92798,7
ORD02373,2019-03-13 07:24:17,54005,4346,18571,7
ORD02373,2019-03-13 07:24:17,54005,4346,16910,5
ORD02374,2017-04-15 20:06:08,511852,7859,11802,8
ORD02374,2017-04-15 20:06:08,511852,7859,54064,7
ORD02374,2017-04-15 20:06:08,511852,7859,75318,3
ORD02374,2017-04-15 20:06:08,511852,7859,58984,10
ORD02374,2017-04-15 20:06:08,511852,7859,18571,8
ORD02374,2017-04-15 20:06:08,511852,7859,29830,2
ORD02375,2019-05-22 22:43:38,934643,2149,99789,8
ORD02375,2019-05-22 22:43:38,934643,2149,93104,6
ORD02375,2019-05-22 22:43:38,934643,2149,18110,2
ORD02376,2021-03-22 11:01:54,990081,4346,36309,2
ORD02376,2021-03-22 11:01:54,990081,4346,43827,7
ORD02376,2021-03-22 11:01:54,990081,4346,19692,2
ORD02376,2021-03-22 11:01:54,990081,4346,12693,3
ORD02376,2021-03-22 11:01:54,990081,4346,75318,4
ORD02377,2017-12-03 11:56:15,6530104,4346,12869,9
ORD02377,2017-12-03 11:56:15,6530104,4346,33483,9
ORD02377,2017-12-03 11:56:15,6530104,4346,35658,1
ORD02377,2017-12-03 11:56:15,6530104,4346,70713,3
ORD02377,2017-12-03 11:56:15,6530104,4346,52107,8
ORD02377,2017-12-03 11:56:15,6530104,4346,43827,2
ORD02378,2016-04-26 15:00:52,511896,4950,60993,1
ORD02378,2016-04-26 15:00:52,511896,4950,16102,10
ORD02378,2016-04-26 15:00:52,511896,4950,44766,5
ORD02378,2016-04-26 15:00:52,511896,4950,22688,6
ORD02378,2016-04-26 15:00:52,511896,4950,75318,8
ORD02378,2016-04-26 15:00:52,511896,4950,50764,8
ORD02379,2020-12-31 07:19:28,6190687,2149,50764,6
ORD02379,2020-12-31 07:19:28,6190687,2149,99912,2
ORD02380,2022-06-27 05:04:04,512038,4346,63351,7
ORD02381,2020-02-10 16:58:41,54157,4346,16776,2
ORD02381,2020-02-10 16:58:41,54157,4346,64045,1
ORD02381,2020-02-10 16:58:41,54157,4346,69735,3
ORD02382,2022-07-19 04:33:10,54157,9342,12869,3
ORD02382,2022-07-19 04:33:10,54157,9342,90356,9
ORD02382,2022-07-19 04:33:10,54157,9342,76235,9
ORD02382,2022-07-19 04:33:10,54157,9342,65766,10
ORD02383,2021-02-19 01:23:59,291459,4346,64384,8
ORD02384,2021-05-22 05:36:59,422707,2149,11802,5
ORD02384,2021-05-22 05:36:59,422707,2149,62921,1
ORD02385,2017-03-29 18:57:02,501987,7859,12869,8
ORD02385,2017-03-29 18:57:02,501987,7859,36736,1
ORD02385,2017-03-29 18:57:02,501987,7859,69150,8
ORD02385,2017-03-29 18:57:02,501987,7859,12695,8
ORD02385,2017-03-29 18:57:02,501987,7859,54064,9
ORD02386,2023-08-03 09:35:26,6291625,2149,64384,7
ORD02387,2021-10-10 22:41:09,6291625,2149,12693,5
ORD02387,2021-10-10 22:41:09,6291625,2149,43827,7
ORD02388,2017-12-25 11:38:01,422278,7859,19692,1
ORD02388,2017-12-25 11:38:01,422278,7859,18571,8
ORD02389,2018-03-21 15:05:18,422310,7859,43827,7
ORD02389,2018-03-21 15:05:18,422310,7859,99912,9
ORD02389,2018-03-21 15:05:18,422310,7859,50764,5
ORD02389,2018-03-21 15:05:18,422310,7859,18392,4
ORD02389,2018-03-21 15:05:18,422310,7859,43159,4
ORD02390,2019-03-22 11:21:16,6293831,7859,33483,6
ORD02390,2019-03-22 11:21:16,6293831,7859,46212,6
ORD02390,2019-03-22 11:21:16,6293831,7859,26371,4
ORD02391,2021-09-16 10:32:05,293006,2149,12693,3
ORD02391,2021-09-16 10:32:05,293006,2149,16655,10
ORD02391,2021-09-16 10:32:05,293006,2149,16910,2
ORD02391,2021-09-16 10:32:05,293006,2149,82082,2
ORD02392,2015-08-16 14:54:28,512408,4950,90356,4
ORD02392,2015-08-16 14:54:28,512408,4950,12693,2
ORD02392,2015-08-16 14:54:28,512408,4950,93763,4
ORD02393,2021-08-05 20:46:15,512182,2149,54064,4
ORD02393,2021-08-05 20:46:15,512182,2149,69150,3
ORD02393,2021-08-05 20:46:15,512182,2149,48467,5
ORD02394,2020-06-12 05:14:33,104531,2149,86213,3
ORD02395,2022-03-17 14:43:15,53975,4346,97054,8
ORD02395,2022-03-17 14:43:15,53975,4346,29830,9
ORD02395,2022-03-17 14:43:15,53975,4346,18571,5
ORD02395,2022-03-17 14:43:15,53975,4346,90038,2
ORD02396,2016-06-21 11:52:23,511852,4950,29830,10
ORD02396,2016-06-21 11:52:23,511852,4950,69735,4
ORD02396,2016-06-21 11:52:23,511852,4950,82082,9
ORD02397,2022-01-30 08:37:47,561310,4346,29830,6
ORD02397,2022-01-30 08:37:47,561310,4346,54131,8
ORD02397,2022-01-30 08:37:47,561310,4346,88069,1
ORD02397,2022-01-30 08:37:47,561310,4346,88069,5
ORD02398,2020-03-05 14:30:37,6190179,7859,12693,9
ORD02398,2020-03-05 14:30:37,6190179,7859,58925,6
ORD02399,2017-11-02 18:23:40,6532084,4346,18571,9
ORD02399,2017-11-02 18:23:40,6532084,4346,82082,6
ORD02399,2017-11-02 18:23:40,6532084,4346,43159,1
ORD02400,2021-12-19 00:01:32,501987,7859,58925,9
ORD02400,2021-12-19 00:01:32,501987,7859,62921,1
ORD02401,2015-10-06 13:57:49,512038,4950,99789,2
ORD02401,2015-10-06 13:57:49,512038,4950,75733,1
ORD02401,2015-10-06 13:57:49,512038,4950,16655,3
ORD02401,2015-10-06 13:57:49,512038,4950,69150,9
ORD02401,2015-10-06 13:57:49,512038,4950,69150,9
ORD02401,2015-10-06 13:57:49,512038,4950,12693,9
ORD02402,2021-07-12 19:46:58,151238,7859,76803,4
ORD02402,2021-07-12 19:46:58,151238,7859,93104,6
ORD02403,2018-10-27 02:40:59,51215,7859,42606,2
ORD02403,2018-10-27 02:40:59,51215,7859,76557,7
ORD02404,2019-02-22 18:57:18,6190687,4950,12200,4
ORD02405,2024-05-02 17:18:21,561310,2149,44766,8
ORD02405,2024-05-02 17:18:21,561310,2149,54064,3
ORD02406,2015-08-12 21:14:32,194364,4950,76803,1
ORD02406,2015-08-12 21:14:32,194364,4950,32299,10
ORD02406,2015-08-12 21:14:32,194364,4950,86213,8
ORD02407,2019-04-26 19:59:23,934643,4950,26371,1
ORD02407,2019-04-26 19:59:23,934643,4950,39855,9
ORD02407,2019-04-26 19:59:23,934643,4950,13748,10
ORD02407,2019-04-26 19:59:23,934643,4950,28711,2
ORD02408,2017-08-01 18:57:53,53980,4950,76557,3
ORD02408,2017-08-01 18:57:53,53980,4950,58984,8
ORD02409,2023-02-18 15:29:22,293006,4346,36309,2
ORD02409,2023-02-18 15:29:22,293006,4346,44766,5
ORD02410,2018-04-18 14:13:55,202762,4346,54131,7
ORD02410,2018-04-18 14:13:55,202762,4346,46631,1
ORD02410,2018-04-18 14:13:55,202762,4346,60015,2
ORD02410,2018-04-18 14:13:55,202762,4346,16776,5
ORD02411,2018-01-28 22:46:30,501987,4346,45920,10
ORD02411,2018-01-28 22:46:30,501987,4346,76235,6
ORD02411,2018-01-28 22:46:30,501987,4346,42606,10
ORD02411,2018-01-28 22:46:30,501987,4346,33483,9
ORD02412,2022-03-07 10:11:00,422707,4346,48467,6
ORD02412,2022-03-07 10:11:00,422707,4346,60015,9
ORD02412,2022-03-07 10:11:00,422707,4346,44766,5
ORD02412,2022-03-07 10:11:00,422707,4346,65766,5
ORD02413,2022-04-24 14:14:05,6292783,4346,86213,4
ORD02413,2022-04-24 14:14:05,6292783,4346,80313,2
ORD02413,2022-04-24 14:14:05,6292783,4346,60993,5
ORD02413,2022-04-24 14:14:05,6292783,4346,43159,10
ORD02414,2017-10-17 04:52:58,104537,4346,42745,1
ORD02414,2017-10-17 04:52:58,104537,4346,39855,10
ORD02414,2017-10-17 04:52:58,104537,4346,43159,5
ORD02415,2016-09-18 01:24:49,194298,7859,90356,9
ORD02415,2016-09-18 01:24:49,194298,7859,75318,8
ORD02415,2016-09-18 01:24:49,194298,7859,22688,2
ORD02416,2021-07-15 12:51:15,202926,4950,26371,10
ORD02416,2021-07-15 12:51:15,202926,4950,90038,2
ORD02416,2021-07-15 12:51:15,202926,4950,86820,7
ORD02416,2021-07-15 12:51:15,202926,4950,90038,6
ORD02417,2021-10-30 17:17:16,512269,7859,16910,8
ORD02417,2021-10-30 17:17:16,512269,7859,93763,8
ORD02418,2022-05-10 13:03:32,151238,4346,86820,3
ORD02418,2022-05-10 13:03:32,151238,4346,32299,5
ORD02418,2022-05-10 13:03:32,151238,4346,11802,5
ORD02419,2020-01-07 05:08:32,512038,4346,65680,9
ORD02419,2020-01-07 05:08:32,512038,4346,11802,9
ORD02419,2020-01-07 05:08:32,512038,4346,62921,9
ORD02419,2020-01-07 05:08:32,512038,4346,16655,4
ORD02419,2020-01-07 05:08:32,512038,4346,93104,6
ORD02419,2020-01-07 05:08:32,512038,4346,12695,6
ORD02420,2019-02-10 22:18:44,511896,7859,16655,1
ORD02420,2019-02-10 22:18:44,511896,7859,63351,7
ORD02420,2019-02-10 22:18:44,511896,7859,99789,1
ORD02420,2019-02-10 22:18:44,511896,7859,65766,10
ORD02420,2019-02-10 22:18:44,511896,7859,20729,5
ORD02421,2022-12-26 00:48:31,422310,2149,16776,6
ORD02421,2022-12-26 00:48:31,422310,2149,45920,3
ORD02421,2022-12-26 00:48:31,422310,2149,88069,10
ORD02421,2022-12-26 00:48:31,422310,2149,28711,9
ORD02421,2022-12-26 00:48:31,422310,2149,69735,5
ORD02422,2021-09-14 20:28:25,6532084,7859,18110,5
ORD02422,2021-09-14 20:28:25,6532084,7859,11802,5
ORD02423,2018-02-06 22:05:45,422278,4950,22688,5
ORD02423,2018-02-06 22:05:45,422278,4950,45222,7
ORD02423,2018-02-06 22:05:45,422278,4950,93763,5
ORD02424,2020-07-09 10:50:14,291459,4950,16102,5
ORD02425,2024-02-19 03:47:52,203096,2149,14499,3
ORD02425,2024-02-19 03:47:52,203096,2149,90038,10
ORD02425,2024-02-19 03:47:52,203096,2149,13748,2
ORD02425,2024-02-19 03:47:52,203096,2149,54131,1
ORD02425,2024-02-19 03:47:52,203096,2149,62921,4
ORD02425,2024-02-19 03:47:52,203096,2149,16655,7
ORD02426,2021-07-23 06:55:48,194364,4950,36309,10
ORD02426,2021-07-23 06:55:48,194364,4950,12869,4
ORD02426,2021-07-23 06:55:48,194364,4950,16102,6
ORD02426,2021-07-23 06:55:48,194364,4950,76803,6
ORD02426,2021-07-23 06:55:48,194364,4950,86820,8
ORD02427,2022-05-13 22:21:53,930024,7859,13561,6
ORD02427,2022-05-13 22:21:53,930024,7859,83969,10
ORD02427,2022-05-13 22:21:53,930024,7859,83969,10
ORD02428,2022-05-24 15:48:25,194858,7859,44766,4
ORD02428,2022-05-24 15:48:25,194858,7859,26371,8
ORD02428,2022-05-24 15:48:25,194858,7859,12695,4
ORD02428,2022-05-24 15:48:25,194858,7859,29830,7
ORD02428,2022-05-24 15:48:25,194858,7859,99912,9
ORD02429,2020-05-17 17:04:46,6532123,7859,70713,3
ORD02429,2020-05-17 17:04:46,6532123,7859,58925,7
ORD02429,2020-05-17 17:04:46,6532123,7859,13561,1
ORD02429,2020-05-17 17:04:46,6532123,7859,18392,5
ORD02430,2020-08-31 08:13:12,512228,2149,48467,9
ORD02430,2020-08-31 08:13:12,512228,2149,54131,3
ORD02430,2020-08-31 08:13:12,512228,2149,76803,5
ORD02431,2019-02-08 23:59:45,54628,7859,12695,4
ORD02431,2019-02-08 23:59:45,54628,7859,36309,7
ORD02432,2016-06-25 03:02:08,501987,4950,90038,1
ORD02432,2016-06-25 03:02:08,501987,4950,46631,9
ORD02432,2016-06-25 03:02:08,501987,4950,16102,1
ORD02432,2016-06-25 03:02:08,501987,4950,29830,2
ORD02432,2016-06-25 03:02:08,501987,4950,29830,5
ORD02433,2020-04-08 17:02:53,512182,4950,75733,10
ORD02433,2020-04-08 17:02:53,512182,4950,69735,6
ORD02433,2020-04-08 17:02:53,512182,4950,46631,2
ORD02433,2020-04-08 17:02:53,512182,4950,75733,2
ORD02433,2020-04-08 17:02:53,512182,4950,16776,2
ORD02434,2019-07-13 03:04:12,6532084,4950,32299,9
ORD02434,2019-07-13 03:04:12,6532084,4950,12200,10
ORD02434,2019-07-13 03:04:12,6532084,4950,64045,9
ORD02434,2019-07-13 03:04:12,6532084,4950,12200,1
ORD02434,2019-07-13 03:04:12,6532084,4950,92798,8
ORD02434,2019-07-13 03:04:12,6532084,4950,69735,7
ORD02435,2019-09-26 19:39:55,104708,4950,46212,9
ORD02435,2019-09-26 19:39:55,104708,4950,43827,5
ORD02435,2019-09-26 19:39:55,104708,4950,46631,6
ORD02435,2019-09-26 19:39:55,104708,4950,88069,7
ORD02435,2019-09-26 19:39:55,104708,4950,12693,1
ORD02435,2019-09-26 19:39:55,104708,4950,92798,6
ORD02436,2016-10-31 22:49:44,203096,4950,28711,9
ORD02436,2016-10-31 22:49:44,203096,4950,54131,9
ORD02436,2016-10-31 22:49:44,203096,4950,60993,1
ORD02436,2016-10-31 22:49:44,203096,4950,16655,3
ORD02436,2016-10-31 22:49:44,203096,4950,14499,7
ORD02437,2017-03-22 05:34:21,6293831,7859,22688,6
ORD02437,2017-03-22 05:34:21,6293831,7859,29830,5
ORD02438,2017-01-19 09:37:17,350095,4950,52107,3
